21 0 5 0
35 44 4 0
44 61 5 0
12 69 4 0
11 0 6 0
20 24 5 0
20 19 5 0
28 13 5 0
50 55 7 0
30 0 6 0
36 65 5 0
31 25 6 0
17 33 5 0
5 22 5 0
26 9 7 0
47 47 6 0
39 1 4 0
7 2 5 0
3 42 4 0
18 18 6 0
35 14 3 0
33 43 4 0
46 1 5 0
57 49 7 0
22 44 3 0
17 52 8 0
23 59 4 0
35 63 4 0
43 52 6 0
18 54 4 0
27 16 5 0
33 32 4 0
32 23 6 0
35 67 3 0
4 34 5 0
23 67 5 0
31 13 6 0
48 12 8 0
42 66 5 0
46 41 6 0
8 43 4 0
15 0 5 0
12 4 7 0
17 18 7 0
20 12 5 0
19 7 7 0
22 31 5 0
30 16 7 0
30 3 5 0
26 3 4 0
20 46 5 0
35 24 4 0
22 58 5 0
17 14 6 0
34 49 6 0
14 47 3 0
19 1 8 0
37 65 2 0
23 8 4 0
48 57 4 0
17 4 5 0
5 1 8 0
19 29 3 0
45 35 7 0
23 29 5 0
33 6 5 0
20 8 4 0
25 69 6 0
6 26 7 0
31 58 6 0
57 36 6 0
24 35 9 0
16 36 8 0
1 3 8 0
18 46 7 0
20 17 6 0
46 6 5 0
30 54 7 0
5 40 3 0
21 53 6 0
26 62 6 0
48 56 5 0
31 13 6 0
32 27 5 0
24 34 5 0
21 56 4 0
29 5 5 0
47 3 8 0
41 37 6 0
19 17 6 0
46 26 6 0
21 28 6 0
54 17 9 0
32 67 6 0
38 11 4 0
18 45 4 0
37 28 7 0
41 31 5 0
33 65 5 0
28 0 5 0
